gene_id	Phe-2B-Rep1_L1	Phe-2B-Rep1_L2	Phe-2B-Rep1_L3	Phe-2M-Rep1_L1	Phe-2M-Rep1_L2	Phe-2M-Rep1_L3	Phe-4B-Rep1_L1	Phe-4B-Rep1_L2	Phe-4B-Rep1_L3	Phe-4M-Rep1_L1	Phe-4M-Rep1_L2	Phe-4M-Rep1_L3
PH02Gene41152	68	174	102	183	91	73	69	57	84	100	31	55
PH02Gene41153	88	185	104	176	90	78	185	193	227	291	120	159
PH02Gene41154	2	7	7	16	4	8	11	6	9	16	7	3
PH02Gene41155	1790	4938	2379	4364	2338	1840	2570	1818	2134	2640	1094	1431
PH02Gene41156	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41157	11	25	13	22	10	8	13	11	17	27	11	18
PH02Gene41158	38	106	61	56	37	36	62	47	70	69	36	40
PH02Gene41159	17	38	18	16	15	17	18	13	12	1	5	1
PH02Gene41160	52	107	72	239	120	109	397	264	355	1124	471	575
PH02Gene41161	0	0	0	1	0	2	0	1	2	1	2	0
PH02Gene41162	4	10	2	4	2	2	2	1	3	3	0	3
PH02Gene41163	4	13	7	12	6	6	1	2	2	7	1	3
PH02Gene41164	7	34	18	22	15	6	8	17	7	9	1	9
PH02Gene41165	0	3	3	1	2	0	5	0	2	1	1	11
PH02Gene41167	1	0	0	1	0	0	1	2	6	4	3	1
PH02Gene41168	5	20	18	18	4	6	29	15	21	104	27	48
PH02Gene41169	0	0	0	0	0	0	0	0	0	2	0	0
PH02Gene41170	22	40	11	63	21	15	30	20	22	17	8	14
PH02Gene41171	8	16	6	21	12	7	7	3	10	9	0	6
PH02Gene41172	170	478	235	520	279	234	590	420	531	1045	463	692
PH02Gene41173	634	1311	658	1278	757	500	1289	806	1000	1158	508	686
PH02Gene41174	358	1023	552	946	485	354	864	612	779	644	253	374
PH02Gene41175	6	18	11	40	25	14	7	5	1	19	3	7
PH02Gene41176	78	187	76	212	84	90	219	157	213	211	90	100
PH02Gene41177	153	451	224	363	202	140	156	104	149	133	52	82
PH02Gene41178	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41179	0	0	0	0	1	0	6	3	1	54	32	24
PH02Gene41180	0	0	0	0	0	0	0	1	0	0	1	1
PH02Gene41181	30	93	59	45	38	29	49	37	60	39	31	35
PH02Gene41182	779	2091	1044	2680	1350	1109	1947	1387	1825	6159	2749	3687
PH02Gene41183	0	0	0	0	0	0	1	4	2	0	0	0
PH02Gene41184	2	6	2	2	2	2	3	2	0	1	0	2
PH02Gene41185	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41186	2883	7532	3789	5775	2935	2489	4294	3117	3745	4123	1850	2295
PH02Gene41187	41	142	60	141	66	65	169	125	156	142	82	95
PH02Gene41188	51	138	53	230	147	84	244	190	212	160	80	105
PH02Gene41189	224	626	341	592	332	226	521	334	415	349	176	217
PH02Gene41190	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41191	0	19	3	28	1	0	1	0	1	0	2	3
PH02Gene41192	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41193	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41194	0	1	0	0	0	0	1	1	1	0	0	0
PH02Gene41195	0	0	0	0	0	1	0	0	0	0	1	1
PH02Gene41196	2	3	1	0	0	0	0	0	0	0	0	0
PH02Gene41197	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41198	0	6	3	4	3	3	3	1	1	8	3	1
PH02Gene41199	1	1	1	3	0	1	0	0	0	1	2	1
PH02Gene41200	0	0	1	0	2	0	0	0	0	1	0	2
PH02Gene41201	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41202	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41203	0	4	3	2	3	2	0	0	0	0	1	0
PH02Gene41204	14	45	22	25	18	15	14	2	8	0	0	0
PH02Gene41205	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41206	0	5	4	6	0	0	7	5	5	1	0	2
PH02Gene41207	1742	4553	2324	4691	2405	1955	3282	2367	2985	4084	1602	2212
PH02Gene41208	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41209	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41210	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41211	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41212	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41213	43	153	59	112	55	52	72	66	64	74	35	53
PH02Gene41216	1079	3000	1538	2942	1521	1273	1771	1334	1582	2131	885	1244
PH02Gene41217	1350	3831	1926	3276	1790	1422	1646	1204	1446	1749	762	935
PH02Gene41218	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41219	96	305	121	224	139	78	158	119	174	242	104	141
PH02Gene41220	323	1039	504	864	437	359	411	300	417	599	277	347
PH02Gene41221	249	712	344	602	297	236	337	232	277	374	201	197
PH02Gene41222	109	276	153	208	112	100	199	114	130	240	68	100
PH02Gene41224	80	291	157	256	111	99	101	56	79	155	67	96
PH02Gene41225	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41226	1	1	0	0	0	0	0	0	0	0	0	0
PH02Gene41227	8	42	14	18	5	6	27	12	11	12	3	10
PH02Gene41228	168	453	196	389	198	150	187	137	160	211	115	132
PH02Gene41229	50	111	46	145	72	66	68	60	69	98	30	58
PH02Gene41230	23	44	15	79	37	25	75	62	64	65	26	34
PH02Gene41231	415	1145	502	918	568	416	595	430	486	655	276	384
PH02Gene41232	409	1111	533	1393	777	649	845	693	807	1773	833	976
PH02Gene41233	140	395	200	408	252	217	395	290	298	666	327	384
PH02Gene41234	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41235	1	0	1	2	0	2	3	0	0	4	0	2
PH02Gene41236	18	36	19	177	20	18	32	18	15	30	3	10
PH02Gene41237	0	0	0	0	0	2	0	0	0	11	8	5
PH02Gene41238	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41239	268	536	313	496	261	231	353	277	315	371	158	191
PH02Gene41240	70	214	98	163	100	72	129	92	130	76	34	68
PH02Gene41241	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41243	187	475	221	396	229	179	259	190	209	424	153	223
PH02Gene41244	0	0	1	5	1	0	6	1	5	1695	704	929
PH02Gene41245	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41246	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41247	384	943	458	894	486	404	778	543	738	2404	983	1260
PH02Gene41250	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41251	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41252	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41253	273	867	380	743	401	351	416	328	421	480	214	269
PH02Gene41254	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41255	0	0	0	1	8	4	22	17	24	5	3	5
PH02Gene41256	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41257	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41258	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41259	0	1	0	0	0	0	0	0	0	0	0	0
PH02Gene41260	964	2718	1267	1981	1012	830	2023	1559	1833	1264	615	742
PH02Gene41261	505	1368	638	1134	600	430	991	694	848	933	402	529
PH02Gene41262	207	601	257	349	172	121	113	78	99	8	3	9
PH02Gene41263	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41264	0	0	0	0	0	0	1	1	4	0	0	0
PH02Gene41265	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41266	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41267	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41268	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41269	11	12	12	12	4	10	9	2	3	5	1	3
PH02Gene41270	24	66	35	69	52	28	32	19	13	14	14	18
PH02Gene41271	51	129	79	153	70	68	74	58	59	100	41	42
PH02Gene41272	36	128	43	97	55	40	58	32	46	105	46	58
PH02Gene41273	963	2512	1252	2313	1273	1004	1380	964	1228	2069	916	1227
PH02Gene41274	206	617	290	408	248	227	224	175	213	196	78	117
PH02Gene41275	18	55	25	36	24	18	34	21	31	8	7	8
PH02Gene41276	663	1763	915	1506	807	682	1211	934	1073	1579	672	920
PH02Gene41277	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41278	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41279	1417	3749	1762	2542	1271	1039	1450	1039	1334	824	366	438
PH02Gene41280	283	725	372	625	303	253	447	304	386	476	210	288
PH02Gene41281	130	315	154	243	133	87	130	87	126	192	77	98
PH02Gene41282	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41283	0	0	0	0	0	0	0	0	0	41	20	21
PH02Gene41284	527	1426	719	1156	586	464	985	659	830	1281	583	856
PH02Gene41285	0	0	0	0	0	0	1	5	1	1014	392	513
PH02Gene41286	553	1575	806	1010	607	457	780	482	651	890	367	471
PH02Gene41287	64	187	82	146	66	71	110	68	94	131	51	57
PH02Gene41288	146	386	187	445	256	155	301	217	271	513	255	255
PH02Gene41289	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41290	10	47	14	55	30	16	68	45	46	52	19	19
PH02Gene41291	270	736	374	877	475	386	731	537	591	1772	797	1089
PH02Gene41292	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41293	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41294	17	57	26	29	20	9	14	15	12	11	5	13
PH02Gene41295	11	14	7	16	2	5	2	3	4	10	4	1
PH02Gene41296	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41297	234	683	381	772	427	357	557	408	535	969	439	587
PH02Gene41298	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41299	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41300	168	450	265	406	235	141	429	290	395	644	268	345
PH02Gene41301	341	1012	409	1180	625	509	742	504	641	1862	843	1025
PH02Gene41302	2	3	1	12	2	1	8	4	3	3	2	0
PH02Gene41303	11	29	19	38	18	21	46	28	32	51	18	17
PH02Gene41304	6	20	15	17	16	7	17	11	28	24	10	20
PH02Gene41305	4	11	9	14	4	1	3	4	3	17	5	8
PH02Gene41306	2	2	0	4	3	3	0	0	1	10	1	6
PH02Gene41307	4	4	4	4	1	4	6	1	2	6	2	2
PH02Gene41308	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41309	1	8	8	17	17	15	9	9	17	35	9	11
PH02Gene41310	5	16	10	19	10	14	11	14	16	26	13	15
PH02Gene41311	100	272	118	1038	554	429	1014	673	856	1080	506	571
PH02Gene41312	32	87	42	110	72	39	134	108	123	111	38	70
PH02Gene41313	58	123	79	122	87	64	72	41	58	163	85	97
PH02Gene41314	0	0	1	3	3	0	0	3	4	0	0	0
PH02Gene41315	2	2	2	1	0	0	0	0	0	0	0	0
PH02Gene41316	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41317	721	1963	902	1846	942	832	1200	850	1109	1463	590	741
PH02Gene41318	77	186	91	152	77	63	122	100	116	280	118	138
PH02Gene41319	28	75	48	102	61	50	200	144	196	235	110	140
PH02Gene41320	156	436	209	353	211	163	315	233	269	581	229	316
PH02Gene41321	0	0	0	0	0	0	0	0	0	0	2	0
PH02Gene41322	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41323	28	69	26	66	31	29	15	14	23	41	6	10
PH02Gene41324	149	474	252	418	213	178	340	265	295	1155	517	655
PH02Gene41325	2531	5305	3595	5195	2891	2242	2969	2347	2675	2187	925	1252
PH02Gene41326	209	443	323	356	130	183	206	151	226	114	54	59
PH02Gene41327	544	1622	780	1362	731	533	537	384	458	113	28	43
PH02Gene41328	68	175	100	161	64	66	131	91	127	197	104	124
PH02Gene41329	2	10	3	10	4	1	1	5	1	271	114	137
PH02Gene41330	730	1925	930	1841	979	761	1295	956	1114	1756	815	917
PH02Gene41331	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41332	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41333	0	2	2	2	0	1	0	0	0	0	0	1
PH02Gene41334	11	31	9	21	13	13	20	10	13	25	8	7
PH02Gene41335	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41336	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41337	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41338	324	925	458	963	507	404	496	390	452	895	389	497
PH02Gene41340	1783	4594	2135	2450	1421	999	2165	1705	1976	2120	995	1188
PH02Gene41342	3	14	5	0	5	1	2	0	2	3	2	2
PH02Gene41343	479	1244	731	1135	576	457	548	389	471	647	268	350
PH02Gene41345	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41346	44	179	93	161	86	74	69	46	59	73	33	44
PH02Gene41347	1	0	2	1	0	2	0	0	2	0	0	0
PH02Gene41348	1	12	1	10	10	4	11	10	8	9	6	2
PH02Gene41349	99	232	107	233	106	98	357	259	271	1470	635	886
PH02Gene41350	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41351	57	178	85	229	119	92	274	201	247	340	134	182
PH02Gene41352	29	87	47	85	44	31	57	42	44	29	10	19
PH02Gene41353	10	35	11	45	18	21	11	5	5	15	6	8
PH02Gene41354	465	1313	665	1157	567	451	802	584	705	1062	466	616
PH02Gene41355	112	237	144	319	156	107	172	157	146	243	105	132
PH02Gene41356	222	555	320	681	310	272	413	267	331	489	195	237
PH02Gene41357	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41358	155	419	204	412	251	164	576	466	534	1876	822	1051
PH02Gene41359	6	8	5	5	5	4	2	1	0	2	0	1
PH02Gene41360	22	75	43	60	42	24	23	24	21	44	12	8
PH02Gene41361	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41362	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41363	85	159	84	116	59	48	222	178	209	565	192	302
PH02Gene41364	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41365	1002	2804	1346	2630	1442	1073	2003	1453	1730	3885	1668	2138
PH02Gene41366	2	7	4	10	3	7	8	8	9	83	40	36
PH02Gene41367	477	1224	609	819	369	365	489	386	496	528	209	283
PH02Gene41368	1	3	0	4	0	0	5	1	3	0	2	0
PH02Gene41369	228	510	259	483	236	183	533	370	463	682	310	392
PH02Gene41370	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41371	0	1	0	0	0	0	0	0	0	0	0	0
PH02Gene41372	0	0	3	0	0	0	0	1	0	0	0	0
PH02Gene41374	830	2318	1126	1514	811	680	1345	999	1239	1379	610	751
PH02Gene41376	0	6	2	3	0	1	2	3	0	13	6	3
PH02Gene41377	0	0	0	0	0	0	0	0	0	1	0	2
PH02Gene41378	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41379	647	1649	866	1582	810	692	1444	1093	1265	2970	1270	1655
PH02Gene41380	8	31	12	21	12	10	27	24	33	6	5	8
PH02Gene41381	105	304	135	226	121	93	83	50	75	10	3	7
PH02Gene41382	35	51	32	39	28	19	9	8	11	53	27	18
PH02Gene41383	225	674	340	673	317	255	356	266	294	287	162	146
PH02Gene41384	0	2	0	2	0	0	1	0	0	1	1	3
PH02Gene41385	0	0	0	0	1	0	0	0	0	13	3	7
PH02Gene41386	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41387	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41388	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41389	46	111	48	90	51	44	108	64	96	241	131	164
PH02Gene41390	138	349	188	242	154	102	112	74	108	77	35	33
PH02Gene41391	3	12	5	0	0	0	0	0	1	0	0	0
PH02Gene41392	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41393	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41395	157	480	257	601	260	236	676	486	593	725	273	382
PH02Gene41396	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41397	52	138	51	122	45	41	198	101	169	344	154	202
PH02Gene41398	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41399	0	1	0	14	2	3	29	14	21	108	29	52
PH02Gene41400	206	586	307	572	276	266	400	260	328	859	398	529
PH02Gene41401	164	427	205	320	170	90	137	103	125	134	65	80
PH02Gene41402	0	0	0	1	0	0	2	0	2	5	0	1
PH02Gene41403	479	1241	678	1335	671	542	1381	922	1143	2151	914	1198
PH02Gene41404	1669	4201	2091	3061	1726	1398	1651	1209	1442	302	131	174
PH02Gene41405	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41406	374	1000	538	964	495	430	739	474	604	1140	507	662
PH02Gene41407	5	11	3	9	5	3	22	14	20	6	1	6
PH02Gene41408	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41409	1	6	0	5	2	0	0	2	2	6	0	3
PH02Gene41410	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41411	161	484	208	401	196	138	322	252	273	526	231	288
PH02Gene41412	13	52	19	22	6	5	12	12	5	25	5	9
PH02Gene41413	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41414	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41415	42	139	57	177	97	93	189	125	154	157	67	95
PH02Gene41416	86	241	103	189	65	63	206	109	154	117	48	87
PH02Gene41417	433	1188	569	1102	603	430	874	650	800	1126	580	614
PH02Gene41418	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41419	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41420	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41421	111	301	167	291	165	118	191	138	157	265	103	135
PH02Gene41422	0	0	2	0	2	0	2	0	0	5	1	0
PH02Gene41423	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41424	84	311	174	429	229	115	248	134	143	518	274	304
PH02Gene41425	7	34	22	19	6	8	23	12	15	10	3	5
PH02Gene41426	54	128	72	151	65	43	45	45	57	50	22	29
PH02Gene41427	38	108	64	61	42	33	83	55	67	95	32	53
PH02Gene41428	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41429	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41430	2	8	3	23	3	8	19	16	12	32	22	22
PH02Gene41431	47	89	42	107	37	20	51	51	49	92	34	43
PH02Gene41432	692	1857	917	1582	831	660	1153	829	903	1223	513	670
PH02Gene41433	115	352	152	332	184	134	151	119	136	221	94	110
PH02Gene41434	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41435	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41436	67	200	107	241	134	121	111	103	127	129	67	78
PH02Gene41437	2	8	4	2	2	1	5	2	5	6	2	3
PH02Gene41438	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41439	9	36	15	27	7	5	28	38	31	384	188	238
PH02Gene41440	11	26	14	55	30	26	38	23	38	24	10	25
PH02Gene41441	3	1	1	1	7	1	1	6	5	7	2	2
PH02Gene41442	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41443	4	34	20	21	6	6	15	15	12	24	6	14
PH02Gene41444	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41445	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41446	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41447	63	175	87	172	77	69	81	45	73	127	48	74
PH02Gene41448	1	1	4	3	3	0	1	0	0	11	2	4
PH02Gene41449	51	143	56	129	67	30	55	24	39	117	31	65
PH02Gene41450	3	22	13	17	10	7	8	4	5	22	12	8
PH02Gene41451	98	224	104	119	77	42	130	71	116	173	48	79
PH02Gene41452	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41453	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41454	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41455	14	35	23	18	14	9	15	11	4	0	0	0
PH02Gene41456	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41457	1	7	2	5	2	2	1	4	4	3	0	0
PH02Gene41458	396	1012	478	815	432	323	456	310	381	668	277	351
PH02Gene41459	0	0	0	0	0	0	0	1	0	0	0	0
PH02Gene41460	73	195	94	206	145	82	192	95	151	231	104	138
PH02Gene41461	0	0	0	0	0	0	1	0	0	0	0	2
PH02Gene41462	156	384	188	293	190	142	286	209	213	290	102	157
PH02Gene41463	92	277	156	163	84	73	48	40	45	19	2	7
PH02Gene41464	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41465	405	1063	513	793	402	357	460	380	479	635	266	343
PH02Gene41466	2	1	3	6	1	4	20	18	29	78	37	34
PH02Gene41467	3	1	6	1	0	1	2	2	1	3	2	4
PH02Gene41468	3	11	7	6	0	3	1	3	4	2	2	5
PH02Gene41469	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41470	28	56	43	36	23	12	53	46	44	26	12	11
PH02Gene41471	0	0	0	0	0	0	0	0	0	9	1	1
PH02Gene41472	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41473	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41474	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41475	1	11	5	8	9	4	5	0	1	7	1	4
PH02Gene41476	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41477	535	1379	603	1462	750	584	1534	1094	1350	2404	1037	1347
PH02Gene41478	230	460	273	409	199	211	212	111	156	172	84	133
PH02Gene41479	22	61	28	75	41	28	40	51	42	78	34	35
PH02Gene41480	475	1321	692	1126	643	474	912	706	898	1135	537	672
PH02Gene41481	0	5	0	0	0	1	0	0	1	0	0	0
PH02Gene41482	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41483	48	208	88	208	117	101	222	165	195	497	209	266
PH02Gene41484	0	0	0	0	0	0	1	0	0	1	0	1
PH02Gene41485	92	310	131	372	213	148	158	133	139	413	202	237
PH02Gene41486	908	2565	1196	1910	1049	825	1675	1292	1536	2055	845	1090
PH02Gene41487	0	2	0	0	0	0	0	0	0	0	0	0
PH02Gene41488	0	2	0	0	0	2	4	14	1	4	5	11
PH02Gene41489	1018	2903	1353	2724	1436	1162	1901	1304	1655	2766	1188	1553
PH02Gene41490	292	686	408	465	255	214	345	239	316	357	132	211
PH02Gene41491	26	68	44	40	26	21	84	83	56	17	9	25
PH02Gene41492	122	347	196	260	149	97	243	156	160	599	214	297
PH02Gene41493	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41494	0	0	0	0	0	0	20	12	22	0	0	0
PH02Gene41495	47	142	68	121	59	49	89	54	71	118	53	56
PH02Gene41496	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41497	0	1	0	0	4	3	0	0	0	0	0	0
PH02Gene41498	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41499	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41500	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41501	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41502	2	10	2	0	0	0	8	1	3	48	24	22
PH02Gene41503	0	0	0	0	0	0	0	0	0	2	2	3
PH02Gene41504	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41505	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41506	53	134	74	55	23	24	32	14	19	20	4	8
PH02Gene41507	0	0	2	3	0	0	0	0	0	0	0	0
PH02Gene41508	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41509	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41510	7	13	11	6	2	0	6	7	10	4	2	4
PH02Gene41511	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41512	0	1	4	0	0	0	7	0	3	4	3	5
PH02Gene41513	294	935	459	670	307	255	568	382	518	736	300	428
PH02Gene41514	2002	4972	2477	4687	2425	2083	4362	3269	3762	9013	3948	5139
PH02Gene41515	697	1786	828	1224	634	496	465	339	386	412	197	246
PH02Gene41516	1358	3744	1797	3353	1796	1415	2241	1634	2020	2436	1105	1371
PH02Gene41517	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41518	0	0	0	0	0	0	4	2	2	5	4	1
PH02Gene41519	1	7	4	2	1	0	0	2	3	13	8	2
PH02Gene41520	13	34	22	35	15	17	25	12	19	19	4	4
PH02Gene41521	259	663	355	569	326	286	359	256	359	379	157	185
PH02Gene41522	1	4	5	4	11	1	5	3	3	1	0	6
PH02Gene41523	19	37	20	40	19	13	19	16	8	7	5	10
PH02Gene41524	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41525	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41526	1208	3266	1579	2621	1346	1115	2305	1725	2094	2863	1278	1609
PH02Gene41527	0	3	0	1	0	0	0	0	0	6	9	1
PH02Gene41528	641	1723	841	1467	768	600	1068	664	933	1006	477	580
PH02Gene41529	14	42	18	21	10	11	0	2	1	4	0	0
PH02Gene41530	205	553	274	803	396	308	492	379	487	1420	677	833
PH02Gene41531	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41532	0	3	1	4	5	3	12	6	9	7	2	4
PH02Gene41533	49	121	56	107	67	71	93	51	73	158	57	74
PH02Gene41534	1	12	9	7	3	3	13	18	7	22	3	12
PH02Gene41535	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41536	1	1	0	2	2	0	2	5	2	1	3	1
PH02Gene41537	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41538	0	0	1	5	0	2	1	0	0	0	0	0
PH02Gene41539	173	554	259	415	216	154	62	48	53	22	7	17
PH02Gene41540	28	109	60	129	64	52	32	29	37	25	12	15
PH02Gene41541	0	0	0	0	1	0	0	0	0	0	0	0
PH02Gene41542	0	0	0	0	0	0	0	0	0	4	1	0
PH02Gene41543	22	61	27	64	17	10	104	46	87	85	39	36
PH02Gene41544	1285	3392	1685	3583	1968	1587	4298	3063	3866	6681	2990	3684
PH02Gene41545	50	134	86	152	99	53	131	98	107	152	70	81
PH02Gene41546	3	4	1	16	5	11	2	5	4	3	3	3
PH02Gene41547	1516	4237	2021	4281	2264	1846	2429	1617	2033	3365	1445	1969
PH02Gene41548	58	165	96	210	82	71	189	118	158	193	77	99
PH02Gene41549	10	39	21	37	24	28	35	29	16	78	22	30
PH02Gene41550	34	73	38	43	37	21	42	40	35	78	40	23
PH02Gene41551	0	1	2	9	3	0	4	1	2	7	1	7
PH02Gene41552	62	150	68	158	66	50	62	55	69	108	68	77
PH02Gene41553	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41554	27	39	20	26	19	7	50	34	42	305	158	168
PH02Gene41555	0	2	2	1	0	2	0	0	1	0	0	0
PH02Gene41557	21	56	20	45	31	13	16	8	10	47	17	19
PH02Gene41558	0	0	0	0	0	0	0	0	0	2	1	0
PH02Gene41559	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41560	202	562	286	552	320	250	384	281	318	554	261	305
PH02Gene41561	333	1001	518	801	531	404	282	225	252	189	99	128
PH02Gene41562	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41563	312	892	442	736	384	310	415	305	341	252	115	156
PH02Gene41564	40	65	34	45	36	20	36	28	26	24	13	18
PH02Gene41565	908	2498	1234	1583	935	699	1130	745	808	926	374	472
PH02Gene41566	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41567	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41568	713	1968	1007	1186	599	482	879	599	775	680	295	366
PH02Gene41569	8	16	4	30	13	7	14	10	15	18	6	10
PH02Gene41570	0	0	0	0	1	0	0	0	0	0	0	0
PH02Gene41571	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41572	1188	3253	1478	2465	1349	1092	1669	1327	1598	2166	870	1236
PH02Gene41573	0	0	0	0	0	0	0	0	0	0	0	0
